iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,Events,Summary,Url,Event
SGP,Asia,Singapore,11/1/2021,58929,22,29.714,29,0,0,10805.523,4.034,5.449,No New Cases of Locally Transmitted Covid-19 Infection ,"             As of 11 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.2.             There are 22 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore.3.             We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-11-jan,
SGP,Asia,Singapore,12/1/2021,58946,17,28.143,29,0,0,10808.64,3.117,5.16,No New Cases of Locally Transmitted Covid-19 Infection ,"          As of 12 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.            There are 17 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. 3.            We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH12 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-12-jan,
SGP,Asia,Singapore,13/1/2021,58984,38,29.143,29,0,0,10815.608,6.968,5.344,1 New Case of Locally Transmitted Covid-19 Infection ,"             As of 13 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 1 new case of locally transmitted COVID-19 infection. Based on our investigations so far, the case resides in a dormitory and there is none in the community. 2.          In addition, there are 37 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. In total, there are 38 new cases of COVID-19 infection in Singapore today.3.          We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH13 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/1-new-case-of-locally-transmitted-covid-19-infection-13-jan,
SGP,Asia,Singapore,14/1/2021,59029,45,30.857,29,0,0,10823.859,8.251,5.658,1 New Case of Locally Transmitted Covid-19 Infection ,"        As of 14 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 1 new case of locally transmitted COVID-19 infection. Based on our investigations so far, the case is in the community, and there are no new cases in the dormitories. 2.      In addition, there are 44 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. In total, there are 45 new cases of COVID-19 infection in Singapore today. 3.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.  ",https://www.moh.gov.sg/news-highlights/details/1-new-case-of-locally-transmitted-covid-19-infection-14jan,
SGP,Asia,Singapore,15/1/2021,59059,30,31.857,29,0,0,10829.36,5.501,5.841,1 New Case of Locally Transmitted Covid-19 Infection,"        As of 15 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 1 new case of locally transmitted COVID-19 infection. Based on our investigations so far, the case is in the community, and there are no new cases in the dormitories. 2.     In addition, there are 29 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. In total, there are 30 new cases of COVID-19 infection in Singapore today.3.     We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH15 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/1-new-case-of-locally-transmitted-covid-19-infection-15-Jan-2021,
SGP,Asia,Singapore,16/1/2021,59083,24,31.143,29,0,0,10833.761,4.401,5.711,5 New Cases of Locally Transmitted  Covid-19 Infection,"            As of 16 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 5 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, 4 are in the community, and 1 resides in a dormitory. 2.        In addition, there are 19 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. In total, there are 24 new cases of COVID-19 infection in Singapore today.3.       We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH16 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/5-new-cases-of-locally-transmitted-covid-19-infection,
SGP,Asia,Singapore,17/1/2021,59113,30,29.429,29,0,0,10839.262,5.501,5.396,2 New Cases of Locally Transmitted Covid-19 Infection,"1.     As of 17 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.  2.     In addition, there are 28 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 30 new cases of COVID-19 infection in Singapore today. 3.     We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection_17_Jan,
SGP,Asia,Singapore,18/1/2021,59127,14,28.286,29,0,0,10841.829,2.567,5.187,2 New Cases of Locally Transmitted Covid-19 Infection,"      As of 18 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories. 2.     In addition, there are 12 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. In total, there are 14 new cases of COVID-19 infection in Singapore today.3.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH18 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection-18Jan,
SGP,Asia,Singapore,19/1/2021,59157,30,30.143,29,0,0,10847.33,5.501,5.527,4 New Cases of Locally Transmitted Covid-19 Infection ,"               As of 19 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 4 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.2.             In addition, there are 26 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 30 new cases of COVID-19 infection in Singapore today.3.             We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/4-new-cases-of-locally-transmitted-covid-19-infection-19-jan,
SGP,Asia,Singapore,20/1/2021,59197,40,30.429,29,0,0,10854.665,7.335,5.58,4 New Cases of Locally Transmitted Covid-19 Infection,"1.     As of 20 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 4 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.  2.     In addition, there are 36 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 40 new cases of COVID-19 infection in Singapore today.3.     We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/4-new-cases-of-locally-transmitted-covid-19-infection_20_Jan,
SGP,Asia,Singapore,21/1/2021,59235,38,29.429,29,0,0,10861.633,6.968,5.396,4 New Cases of Locally Transmitted Covid-19 Infection,"        As of 21 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 4 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories. 2.        In addition, there are 34 imported cases. Of these, 33 had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. The remaining case tested negative for COVID-19 upon arrival in Singapore on 17 January, and was on a controlled itinerary during his stay here. He subsequently tested positive for COVID-19 infection on 20 January.3.         In total, there are 38 new cases of COVID-19 infection in Singapore today.4.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH21 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/4-new-cases-of-locally-transmitted-covid-19-infection-21jan2021,
SGP,Asia,Singapore,22/1/2021,59250,15,27.286,29,0,0,10864.383,2.75,5.003,Tightening Safe Management Measures and Update On Vaccination Plans,"1.      It has been nearly a month since we transitioned to Phase Three of our re-opening.  We anticipated then that there could a greater level of transmission due to the increased interactions in the community, and that we would need to continually adjust and calibrate our measures depending on the infection situation. Indeed over the past week, we have seen an increase in the number of local cases, some of which are currently unlinked and have resulted in the formation of community clusters. This is a real cause for concern as it could indicate that there is wider, as yet undetected, community transmission. We must remain vigilant to avoid an uncontrolled resurgence of community cases.  Tightening Safe Management Measures 2.      In light of the latest situation, the Multi-Ministry Taskforce (MTF) has decided that we will need to calibrate the pace and scale at which certain activities in the community can resume. a. Hence we had earlier announced the suspension of the pilot to allow shortlisted nightclubs and karaoke outlets to resume operations. b. We will also postpone the start of the National School Games which was originally scheduled in February. The Ministry of Education (MOE) will review again the type of sports to resume and in what format, to ensure that games can be conducted meaningfully but safely for our students. More details will be provided by MOE later. 3.      To further mitigate the risk of large community clusters arising from infections that spread within a household and through them to all their contacts, we will impose a cap of 8 distinct visitors per household per day. This will take effect from 26 January 2021. Individuals should also limit themselves to visiting at most two other households a day, as much as possible. 4.      The maximum group size for social gatherings outside the house will remain at 8 people for now. That said, everyone should keep their social circle small instead of mixing with multiple social groups. We will continue to monitor the situation closely and impose further measures as necessary. Staying Vigilant During the Festive Season 5.      There will be increased transmission risks in the community during the upcoming Chinese New Year period.  So it is important that everyone cooperates with the new measures.  6.      In particular those who are dining out should make sure they wear a mask if they are not eating or drinking. We already do not allow singing (including by diners) and other live performances at F&B establishments and work-related events where food is served. Diners should also avoid raising their voices, at all times. This also means that face masks must be worn during the tossing of yusheng, and that the lohei should be done without any verbalisation of the usual auspicious phrases. F&B establishments and enterprises serving lohei must ensure that both the staff and patrons comply with these requirements. 7.      We encourage everyone to connect digitally with their family and friends instead of going on physical visits.  For those who would like to do house visits, they should limit their visits to family members and to not more than 2 other households a day. Singaporeans are also reminded that the prevailing rules at F&B establishments will apply to reunion dinners held within them. In other words, there must not be any multiple table bookings. The only exception is for those from the same household. But even in such instances, there should not be any inter-mingling across tables.  8.      We will step up enforcement checks at F&B establishments, malls and other crowded public spaces during this period. Strict enforcement actions will be taken against individuals and operators who do not comply with safe management measure. The penalties include fines and prosecution in court, depending on the severity of the offence.  For operators who do not comply with the measures, their operations will be suspended.  9.      With everyone’s cooperation, we can avoid sparking large clusters which may then necessitate further tightening of measures or even a reversion to Phase Two or Phase One measures.Surveillance Testing  10.      As community interactions are likely to increase in the leadup to Chinese New Year, we will carry out surveillance testing for stallholders, shop owners, persons in the food and beverage industry, as well as food delivery persons operating in and around Chinatown. While there has been no evidence that these community groups are at higher risk of infection, the Ministry of Health (MOH) will be offering tests to them as they are expected to interact more frequently with other members of the public during this time. The testing will take place from 8 February to 9 February 2021. MOH, together with other government agencies, will be progressively reaching out to these identified community groups with further details.11.      We strongly encourage all individuals in the identified community groups to come forward for testing. The costs of these tests will be fully borne by the Government. Extension of COVID-19 Testing Subsidies 12.      Besides active case finding and ongoing surveillance testing, the Government has been conducting Rostered Routine Testing (RRT) of workers in the various sectors that have higher risk of exposure to COVID-19 or with larger negative impact if they were to have a COVID-19 infection in their midst. These include workers living in dormitories, and those working in the construction, marine and process, aviation and maritime sectors, among others. 13.      The Government had earlier announced that it will bear the costs of RRT in these sectors until 31 March 2021. As COVID-19 continues to pose significant public health risks in these sectors, the Government will continue to bear the costs for COVID-19 RRT until 30 September 2021 to support their safe operations. 14.     The Government will continue to review its subsidies for COVID-19 RRT to ensure that they support our public health efforts while sharing the costs equitably between taxpayers, employers and individuals.Update on Vaccination Plans15.      Vaccination is critical to protect us and our loved ones against COVID-19. Vaccination also protects those in our community who cannot be vaccinated due to medical reasons. This collective protection will become more effective as more people are vaccinated and is a key enabler allowing us to return to normalcy.   16.      We have made good progress in our vaccination programme. As of today, more than 60,000 individuals have received their first dose of the vaccine, including staff working in healthcare, nursing home, frontline and essential services, as well as seniors in our nursing homes. 39 staff at the National Centre for Infectious Diseases (NCID) have also received their second dose of the vaccine, and completed the full vaccination regimen, and in 2 weeks’ time, they will have built up maximum protection against COVID-19. These numbers are expected to rise substantially in the coming weeks as we continue to ramp up our vaccination operations safely. 17.      While there will be some upcoming delays to the shipments of Pfizer-BioNTech vaccines due to Pfizer’s manufacturing plant upgrading, we will continue to monitor our supplies closely to ensure that we will have enough vaccines for all Singaporeans and long-term residents in Singapore by the third quarter of 2021.Vaccinating Our Seniors 18.      This week, residents in our nursing homes have started to receive their vaccinations. Our seniors in the community will also be able to receive their vaccines very soon. 19.      From 27 January 2021, we will commence vaccination for seniors, starting with pilots in Ang Mo Kio and Tanjong Pagar, where larger numbers of our seniors reside.  The aim of these pilots is to enable us to iron out all the operational processes before scaling up nationwide. Vaccinations will be progressively extended to seniors across the island from mid-February 2021.  More vaccination centres will be set up over the next few weeks to ensure that all seniors can conveniently receive their vaccinations at a centre near to where they live. The vaccination centres will be located in high population catchment areas and/or along public transport routes for greater accessibility. We seek everyone’s patience and support as we progressively roll-out the vaccinations to all. 20.      All seniors will receive personalised letters inviting them to make an appointment for their vaccinations. They will be able to make appointments online, or they can also visit selected Community Centres near them to book an appointment in-person. 21.      In addition, community volunteers from the People’s Association, as well as our Silver Generation Ambassadors will be conducting house visits and tapping on existing grassroots events, to answer queries and help our seniors to book an appointment if necessary. Seniors will also be provided with information sheets with more details on the COVID-19 vaccine and the vaccination process. Should our seniors require further assistance, they may also call the MOH hotline at 1800-333-9999. Keeping Safe During Phase Three22.      Tightened safe management measures, supported by widespread surveillance testing and progressive vaccination of our population starting from those in settings with higher public health risk will help us to mitigate the spread of COVID-19 and keep community transmission rates low. This is key if we are to remain in Phase Three and consider any further re-opening.  23.      We seek the cooperation of all Singaporeans to remain united and disciplined in the fight against COVID-19. Observe all safe management measures, see a doctor and get tested when sick, and be vaccinated when it is offered to you. Together, we can look forward to a safer and healthier 2021. Annex: General Rules and Guidelines for a Safer Phase Three",https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans,
SGP,Asia,Singapore,23/1/2021,59260,10,25.286,29,0,0,10866.217,1.834,4.637,No New Cases of Locally Transmitted Covid-19 Infection,"          As of 23 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.  2.      There are 10 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. 3.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.  MINISTRY OF HEALTH23 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection_23Jan,
SGP,Asia,Singapore,24/1/2021,59308,48,27.857,29,0,0,10875.018,8.802,5.108,No New Cases of Locally Transmitted Covid-19 Infection ,"         As of 24 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.2.      There are 48 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. Amongst them, 4 are Singapore Permanent Residents, and 10 are foreign domestic workers.3.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.MINISTRY OF HEALTH24 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-24-jan-2020,
SGP,Asia,Singapore,25/1/2021,59352,44,32.143,29,0,0,10883.086,8.068,5.894,No New Cases of Locally Transmitted Covid-19 Infection,"        As of 25 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.     There are 44 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.3.       We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH25 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-25-Jan-2021,
SGP,Asia,Singapore,26/1/2021,59366,14,29.857,29,0,0,10885.654,2.567,5.475,No New Cases of Locally Transmitted  Covid-19 Infection ,"          As of 26 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.       There are 14 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.3.       We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH26 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-26-01-21,
SGP,Asia,Singapore,27/1/2021,59391,25,27.714,29,0,0,10890.238,4.584,5.082,No New Cases of Locally Transmitted Covid-19 Infection,"1.     As of 27 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.  2.     There are 25 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.3.     We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection_27_Jan,
SGP,Asia,Singapore,28/1/2021,59425,34,27.143,29,0,0,10896.472,6.234,4.977,No New Cases of Locally Transmitted Covid-19 Infection ,"      As of 28 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.    There are 34 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore.3.    We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH28 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-28jan,
SGP,Asia,Singapore,29/1/2021,59449,24,28.429,29,0,0,10900.873,4.401,5.213,No New Cases of Locally Transmitted Covid-19 Infection ,"             As of 29 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.2.             There are 24 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore.3.             We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-29-jan,
SGP,Asia,Singapore,30/1/2021,59507,58,35.286,29,0,0,10911.508,10.635,6.47,3 New Cases of Locally Transmitted Covid-19 Infection,"1.      As of 30 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 3 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.2.      In addition, there are 55 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. Amongst them, 4 are Singaporeans or Singapore Permanent Residents, and 32 are foreign domestic workers.3.      In total, there are 58 new cases of COVID-19 infection in Singapore today.4.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/3-new-cases-of-locally-transmitted-covid-19-infection-30jan2021,
SGP,Asia,Singapore,31/1/2021,59536,29,32.571,29,0,0,10916.826,5.318,5.972,No New Cases of Locally Transmitted Covid-19 Infection,"        As of 31 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.          There are 29 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.3.        We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH31 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-31jan2021,
SGP,Asia,Singapore,1/2/2021,59565,29,30.429,29,0,0,10922.143,5.318,5.58,No New Cases of Locally Transmitted  Covid-19 Infection,"        As of 1 February 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.        There are 29 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.3.        We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH1 FEBRUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-1-Feb-2021,
